R05B_Portage_StevensPoint_0017,R05B_Portage_StevensPointCity_0017_GOTV
R05B_Portage_StevensPoint_0033,R05B_Portage_StevensPointCity_0033_GOTV
r07a_Brown_GreenBayCity_GOTV,R07A_Brown_GreenBayCity_0038_GOTV
